subject_id,task,premise_1,premise_2,number_models_generated,std_models_generated,minimum_models_generated,maximum_models_generated,n_samples,n_parameter_sets_used,epsilon,lambda,omega,sigma
68293,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.5,0.5
68293,2,All B are C,All A are B,2.35,0.477,2,3,20,1,0.5,4.05,0.5,0.5
68293,3,All B are C,All A are C,2.5,0.5,2,3,20,1,0.5,4.05,0.5,0.5
68293,4,All B are C,No A are B,4.7,2.492,2,8,20,1,0.5,4.05,0.5,0.5
68411,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9
68411,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9
68411,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9
68411,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9
68425,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9
68425,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9
68425,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9
68425,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9
68426,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.5,0.5
68426,2,All B are C,All A are B,2.35,0.477,2,3,20,1,0.5,4.05,0.5,0.5
68426,3,All B are C,All A are C,2.5,0.5,2,3,20,1,0.5,4.05,0.5,0.5
68426,4,All B are C,No A are B,4.7,2.492,2,8,20,1,0.5,4.05,0.5,0.5
68542,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9
68542,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9
68542,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9
68542,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9
68549,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9
68549,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9
68549,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9
68549,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9
68786,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9
68786,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9
68786,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9
68786,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9
68800,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1
68800,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1
68800,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1
68800,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1
68832,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9
68832,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9
68832,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9
68832,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9
68850,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9
68850,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9
68850,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9
68850,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9
68881,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.5,0.2
68881,2,All B are C,All A are B,2.15,0.3571,2,3,20,1,0.5,4.05,0.5,0.2
68881,3,All B are C,All A are C,2.2,0.4,2,3,20,1,0.5,4.05,0.5,0.2
68881,4,All B are C,No A are B,2.5,1.533,2,8,20,1,0.5,4.05,0.5,0.2
68882,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9
68882,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9
68882,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9
68882,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9
68896,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9
68896,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9
68896,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9
68896,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9
68906,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1
68906,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1
68906,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1
68906,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1
68939,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.6000000000000001,3.2600000000000002,0.0,0.5
68939,2,All B are C,All A are B,2.3,0.4583,2,3,20,1,0.6000000000000001,3.2600000000000002,0.0,0.5
68939,3,All B are C,All A are C,2.45,0.4975,2,3,20,1,0.6000000000000001,3.2600000000000002,0.0,0.5
68939,4,All B are C,No A are B,4.2,2.2271,2,7,20,1,0.6000000000000001,3.2600000000000002,0.0,0.5
68987,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.2,0.9
68987,2,All B are C,All A are B,2.75,0.433,2,3,20,1,0.5,4.05,0.2,0.9
68987,3,All B are C,All A are C,2.85,0.3571,2,3,20,1,0.5,4.05,0.2,0.9
68987,4,All B are C,No A are B,6.65,1.6815,2,8,20,1,0.5,4.05,0.2,0.9
69019,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.7000000000000001,0.9
69019,2,All B are C,All A are B,2.5,0.5,2,3,20,1,0.5,4.05,0.7000000000000001,0.9
69019,3,All B are C,All A are C,2.95,0.2179,2,3,20,1,0.5,4.05,0.7000000000000001,0.9
69019,4,All B are C,No A are B,6.6,1.241,2,8,20,1,0.5,4.05,0.7000000000000001,0.9
69283,1,All B are C,No A are C,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1
69283,2,All B are C,All A are B,2.0,0.0,2,2,20,1,0.5,4.05,0.6000000000000001,0.1
69283,3,All B are C,All A are C,2.1,0.3,2,3,20,1,0.5,4.05,0.6000000000000001,0.1
69283,4,All B are C,No A are B,2.75,1.8131,2,8,20,1,0.5,4.05,0.6000000000000001,0.1
