removed_subject,converged,optimizer,Intercept,Intercept__difference_from_full,"C(condition, Treatment(reference='Neutral'))[T.Standard]","C(condition, Treatment(reference='Neutral'))[T.Standard]__difference_from_full",sequence_c10,sequence_c10__difference_from_full,subject_accuracy_z,subject_accuracy_z__difference_from_full,item_entropy_z,item_entropy_z__difference_from_full,subject_mean_models_z,subject_mean_models_z__difference_from_full,models_within_subject_z,models_within_subject_z__difference_from_full
66087,True,lbfgs,73.21128923262275,0.11581133967122526,5.102857322198841,-0.1439312988389858,-0.5463826940663857,-0.10831110140404632,0.5677217190655981,-0.12833072794231437,-2.4503478731927224,0.037080465778849714,-2.104143852534741,0.13665747073117185,-0.3738273010300037,0.11077100338578777
66089,True,lbfgs,73.063400107046,-0.032077785905528344,5.524426134470532,0.2776375134327047,-0.45996956565079067,-0.021897972988451253,0.9200642667435229,0.22401181973561046,-2.4992963522724514,-0.011868013300879277,-2.2814131644049565,-0.04061184113904348,-0.4726657952225929,0.011932509193198604
66121,True,lbfgs,73.09498121718943,-0.0004966757620934459,5.251978060386332,0.0051894393485047985,-0.4167083633839834,0.02136322927835599,0.6972522074469195,0.001199760439007047,-2.4491435832048283,0.03828475576674384,-2.2389892036747803,0.0018121195911326993,-0.4915041771157705,-0.006905872699978999
66151,True,lbfgs,73.21352097309118,0.11804308013965681,5.140750517860546,-0.1060381031772808,-0.4641142328003715,-0.02604264013803209,0.7960587701392571,0.10000632313134461,-2.4782593521635246,0.009168986808047563,-2.226703230834909,0.014098092431003906,-0.41682967911897295,0.06776862529681854
66157,True,lbfgs,73.11744321294047,0.021965319988950682,5.722357847329906,0.47556922629207943,-0.3861392237572359,0.0519323689051035,0.6924499709202798,-0.0036024760876326445,-2.508777203828917,-0.021348864857344996,-2.088053585105027,0.15274773816088594,-0.5120007402310109,-0.02740243581521945
66201,True,lbfgs,73.17354767830744,0.0780697853559218,5.157789926850752,-0.08899869418707507,-0.4559029476103831,-0.017831354948043665,0.6436048149582148,-0.05244763204969771,-2.4944493955686546,-0.00702105659708252,-2.2123064269188664,0.028494896347046605,-0.4843736797204051,0.0002246246953863662
66206,True,lbfgs,73.08790837663075,-0.007569516320771186,5.210486322949099,-0.03630229808872798,-0.39028262143349995,0.04778897122883946,0.738568568633784,0.042516121625871484,-2.5220935091430934,-0.034665170171521265,-2.293738704145532,-0.05293738087961897,-0.5133584601094462,-0.0287601556936547
66275,True,lbfgs,73.0238733553774,-0.07160453757411744,5.326245440707788,0.07945681966996077,-0.43858724707362334,-0.0005156544112839279,0.7153406597166885,0.01928821270877601,-2.4351649568282565,0.052263382143315606,-2.231956934460989,0.008844388804924108,-0.5043263787942006,-0.01972807437840912
66305,True,lbfgs,72.81397056691739,-0.28150732603413076,5.512804334877718,0.26601571383989064,-0.4286731135375832,0.00939847912475622,0.7225429043534988,0.026490457345586305,-2.50319614490838,-0.01576780593680782,-2.101936874971666,0.13886444829424693,-0.4886045520703546,-0.004006247654563089
66312,True,lbfgs,73.18926028709204,0.09378239414051848,5.156926179905325,-0.08986244113250219,-0.4536620944755949,-0.015590501813255497,0.7425902423599233,0.04653779535201086,-2.4744920927834846,0.01293624618808753,-2.2116354636282334,0.029165859637679592,-0.48882376740659117,-0.004225462990799678
66314,True,lbfgs,73.09834338388039,0.002865490928869008,5.598617827656044,0.35182920661821715,-0.44895712204627103,-0.010885529383931614,0.6491442118272823,-0.04690823518063014,-2.5064260052666256,-0.018997666295053506,-2.2855761963347874,-0.0447748730688744,-0.48318342566336975,0.0014148787524217443
