subject_id,mean_number_models_generated_int,median_number_models_generated_int,std_number_models_generated_int,minimum_number_models_generated_int,maximum_number_models_generated_int,mean_number_models_generated_ref,median_number_models_generated_ref,std_number_models_generated_ref,minimum_number_models_generated_ref,maximum_number_models_generated_ref,mean_models_change,intuitive_accuracy,reflective_accuracy,mean_for_int,mean_for_ref,mean_rt_int,mean_rt_ref,response_change_rate,mean_accuracy_gain,mean_for_change,mean_rt_change,number_of_trials,number_of_task_types,epsilon_int,lambda_int,omega_int,sigma_int,epsilon_ref,lambda_ref,omega_ref,sigma_ref
69771,2.077777777777778,2.0,0.1421739560283663,2,3,2.077777777777778,2.0,0.1421739560283663,2,3,0.0,61.66666666666667,63.33333333333333,82.38333333333334,87.73333333333333,4527.9333333333325,715.5366666694482,11.666666666666666,1.6666666666666667,5.35,-3812.396666663885,60,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
69775,2.954022988505747,2.6666666666666665,0.968204616183733,2,6,2.954022988505747,2.6666666666666665,0.968204616183733,2,6,0.0,56.896551724137936,60.3448275862069,70.29310344827586,75.8103448275862,4633.743103448687,1074.691379306645,6.896551724137931,3.4482758620689653,5.517241379310345,-3559.0517241420416,58,4,0.1,4.84,0.0,0.4,0.1,4.84,0.0,0.4
69784,2.989247311827957,2.6666666666666665,0.9935451821174852,2,6,3.6344086021505375,2.666666666666667,2.1379643020216594,2,8,0.6451612903225806,48.38709677419355,53.2258064516129,52.67741935483871,59.11290322580645,4391.530645161386,1922.9426229506976,11.29032258064516,4.838709677419355,6.435483870967742,-2474.109836065867,62,4,0.1,4.84,0.0,0.4,0.6000000000000001,4.05,0.1,0.9
69788,3.188888888888889,2.3333333333333335,1.8496873728486065,2,7,3.3666666666666667,2.3333333333333335,1.7889596551723226,2,7,0.17777777777777773,63.33333333333333,80.0,56.71666666666667,69.3,4913.510000000398,11165.962711861575,20.0,16.666666666666664,12.583333333333334,6269.60338982687,60,4,0.5,4.05,0.7000000000000001,0.30000000000000004,0.5,4.05,0.2,1.0
69790,2.9555555555555557,2.6666666666666665,0.9923751998870743,2,6,2.9555555555555557,2.6666666666666665,0.9923751998870743,2,6,0.0,60.0,68.33333333333333,49.61666666666667,72.76666666666667,4789.854999995232,2289.313559330116,15.0,8.333333333333332,23.15,-2475.230508460837,60,4,0.1,4.84,0.0,0.4,0.1,4.84,0.0,0.4
69793,3.3958333333333335,2.666666666666667,1.796925889492872,2,7,3.3958333333333335,2.666666666666667,1.796925889492872,2,7,0.0,65.625,71.875,62.125,63.21875,5004.925000000745,1414.1718750004657,12.5,6.25,1.09375,-3590.7531250002794,32,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69807,3.573099415204678,3.0,1.9000359081453473,2,7,3.573099415204678,3.0,1.9000359081453473,2,7,0.0,82.45614035087719,98.24561403508771,61.75438596491228,73.78947368421052,4914.252631576438,8910.691071428359,15.789473684210526,15.789473684210526,12.035087719298245,4015.00178571684,57,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69809,3.0229885057471266,2.6666666666666665,1.0161696013633554,2,6,2.0804597701149428,2.0,0.14388571417283286,2,3,-0.9425287356321839,53.44827586206896,48.275862068965516,63.96551724137931,69.17241379310344,4184.153448211736,1679.645614071896,12.068965517241379,-5.172413793103448,5.206896551724138,-2495.7578946331096,58,4,0.1,4.84,0.0,0.4,0.5,4.05,0.5,0.1
69810,2.0846560846560847,2.0,0.14625864516008763,2,3,3.5238095238095237,3.0,1.8834444592910085,2,7,1.4391534391534393,58.730158730158735,79.36507936507937,43.476190476190474,61.80952380952381,3854.314285714328,9832.444262295016,20.634920634920633,20.634920634920633,18.333333333333332,6005.314754098225,63,4,0.5,4.05,0.5,0.1,0.5,4.05,0.2,1.0
69815,2.0933333333333333,2.0,0.15275252316519483,2,3,2.0933333333333333,2.0,0.15275252316519483,2,3,0.0,64.0,68.0,90.08,92.12,5386.635999965668,1240.571999950409,4.0,4.0,2.04,-4146.064000015259,25,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
69824,3.6666666666666665,2.666666666666667,2.1643251490868964,2,8,3.0,2.6666666666666665,1.0079052613579393,2,6,-0.6666666666666666,51.5625,51.5625,85.03125,93.328125,4521.043749999254,2314.6483871013884,3.125,0.0,8.296875,-2188.222580636701,64,4,0.6000000000000001,4.05,0.1,0.9,0.1,4.84,0.0,0.4
69827,3.021505376344086,2.6666666666666665,1.015133158137503,2,6,3.532258064516129,2.666666666666667,1.8976158730174304,2,7,0.5107526881720431,70.96774193548387,79.03225806451613,53.274193548387096,69.75806451612904,5254.551612903995,19747.419672129585,11.29032258064516,8.064516129032258,16.483870967741936,14492.32950819418,62,4,0.1,4.84,0.0,0.4,0.5,4.05,0.2,1.0
69830,2.0,2.0,0.0,2,2,2.087719298245614,2.0,0.14808721943977313,2,3,0.08771929824561407,50.877192982456144,49.122807017543856,71.28070175438596,82.85964912280701,4867.598245613473,2032.8892857145656,5.263157894736842,-1.7543859649122806,11.578947368421053,-2821.4392857133803,57,4,0.6000000000000001,4.05,0.2,0.2,0.5,4.05,0.5,0.1
69834,2.088888888888889,2.0,0.1486494969521613,2,3,2.088888888888889,2.0,0.1486494969521613,2,3,0.0,56.666666666666664,51.66666666666667,43.483333333333334,60.78333333333333,5815.438333336511,8368.849152542778,21.666666666666668,-5.0,17.3,2566.8610169463254,60,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
69837,2.0860215053763445,2.0,0.1470472443190055,2,3,2.0860215053763445,2.0,0.1470472443190055,2,3,0.0,54.83870967741935,56.451612903225815,55.274193548387096,54.61290322580645,4300.079032258051,2033.6032258064636,4.838709677419355,1.6129032258064515,-0.6612903225806451,-2266.4758064515877,62,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
69842,3.3333333333333335,2.3333333333333335,1.9445578198239433,2,7,3.833333333333333,2.6666666666666665,2.4401116000730965,2,8,0.4999999999999998,57.8125,59.375,79.859375,82.421875,3471.8109374940395,1105.796774218159,7.8125,1.5625,2.5625,-2338.3241935199308,64,4,0.5,4.05,0.7000000000000001,0.30000000000000004,0.5,4.05,0.9,0.9
69855,3.015873015873016,2.6666666666666665,1.0079052613579391,2,6,3.015873015873016,2.6666666666666665,1.0079052613579391,2,6,0.0,49.2063492063492,53.96825396825397,72.68253968253968,73.28571428571429,3807.392063498497,1622.8435483882502,11.11111111111111,4.761904761904762,0.6031746031746031,-2142.9709677465503,63,4,0.1,4.84,0.0,0.4,0.1,4.84,0.0,0.4
69860,3.5238095238095237,3.0,1.883444459291009,2,7,3.5238095238095237,3.0,1.883444459291009,2,7,0.0,92.06349206349206,93.65079365079364,75.41269841269842,84.9047619047619,3829.0349206394617,1831.5258064462298,4.761904761904762,1.5873015873015872,9.492063492063492,-1998.6725806555428,63,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69862,2.0935672514619883,2.0,0.151112093957195,2,3,2.0935672514619883,2.0,0.151112093957195,2,3,0.0,49.122807017543856,43.859649122807014,77.9298245614035,78.47368421052632,4484.400000000046,589.4052631579539,5.263157894736842,-5.263157894736842,0.543859649122807,-3894.994736842092,57,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
69870,3.578616352201258,3.0,1.9027094304982437,2,7,3.578616352201258,3.0,1.9027094304982437,2,7,0.0,92.45283018867924,96.22641509433963,72.67924528301887,86.33962264150944,4874.532075470349,6372.679245280769,7.547169811320755,3.7735849056603774,13.660377358490566,1498.1471698104199,53,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69874,3.4497354497354498,2.3333333333333335,1.849303588924703,2,7,3.4497354497354498,2.3333333333333335,1.849303588924703,2,7,0.0,92.06349206349206,92.06349206349206,98.28571428571429,98.31746031746032,3774.846031746033,957.2177419354784,3.1746031746031744,0.0,0.031746031746031744,-2784.2193548387168,63,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69875,3.5238095238095237,3.0,1.8834444592910082,2,7,3.693121693121693,3.0,2.1712536947155034,2,8,0.16931216931216916,58.730158730158735,53.96825396825397,73.85714285714286,74.07936507936508,3522.5190476193316,1760.5580645160328,11.11111111111111,-4.761904761904762,0.2222222222222222,-1728.0758064519014,63,4,0.5,4.05,0.2,1.0,0.6000000000000001,4.05,0.1,0.9
69876,3.25,2.333333333333333,1.8150847439901976,2,7,2.0833333333333335,2.0,0.14547859349066172,2,3,-1.1666666666666665,50.0,48.4375,76.1875,78.734375,3310.582812499968,1153.5593749999753,4.6875,-1.5625,2.546875,-2157.0234374999927,64,4,0.5,4.05,0.5,0.5,0.5,4.05,0.5,0.1
69880,3.339622641509434,2.3333333333333335,1.7595776567335115,2,7,3.339622641509434,2.3333333333333335,1.7595776567335115,2,7,0.0,88.67924528301887,96.22641509433963,70.56603773584905,88.62264150943396,4845.3867924532515,3275.6333333329826,7.547169811320755,7.547169811320755,18.056603773584907,-1586.1039215694454,53,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69882,3.5238095238095237,3.0,1.8834444592910085,2,7,3.5238095238095237,3.0,1.8834444592910085,2,7,0.0,68.25396825396825,90.47619047619048,45.57142857142857,87.03174603174604,4129.809523807632,12074.911290328351,28.57142857142857,22.22222222222222,41.46031746031746,7943.980645168213,63,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69888,3.480874316939891,2.3333333333333335,1.8693676789560911,2,7,3.480874316939891,2.3333333333333335,1.8693676789560911,2,7,0.0,85.24590163934425,95.08196721311475,46.295081967213115,49.14754098360656,4631.081967213115,7896.7,13.114754098360656,9.836065573770492,2.8524590163934427,3277.6,61,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69900,3.790476190476191,3.0,2.0082927980381067,2,7,3.790476190476191,3.0,2.0082927980381067,2,7,0.0,74.28571428571429,71.42857142857143,81.05714285714286,97.8,5597.660000010899,3535.3764705763124,20.0,-2.857142857142857,16.742857142857144,-2036.2617647297263,35,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69906,2.978494623655914,2.6666666666666665,1.000675487235429,2,6,2.978494623655914,2.6666666666666665,1.000675487235429,2,6,0.0,50.0,51.61290322580645,93.41935483870968,96.62903225806451,4278.238709674728,1834.4354838671225,1.6129032258064515,1.6129032258064515,3.2096774193548385,-2443.803225807605,62,4,0.1,4.84,0.0,0.4,0.1,4.84,0.0,0.4
69921,3.0,2.6666666666666665,1.0079052613579396,2,6,2.0833333333333335,2.0,0.1454785934906616,2,3,-0.9166666666666666,48.4375,43.75,90.28125,93.046875,3628.764062507078,1605.7532258014526,20.3125,-4.6875,2.765625,-1995.4645161417222,64,4,0.1,4.84,0.0,0.4,0.5,4.05,0.5,0.1
69923,2.9735449735449735,2.6666666666666665,0.9933499083945605,2,6,2.0846560846560847,2.0,0.14625864516008757,2,3,-0.8888888888888888,52.38095238095239,50.79365079365079,91.55555555555556,96.84126984126983,3864.1428571542106,5385.842857141345,7.936507936507936,-1.5873015873015872,5.285714285714286,1521.6999999871343,63,4,0.1,4.84,0.0,0.4,0.5,4.05,0.5,0.1
69924,3.5185185185185186,3.0,1.8873069487809255,2,7,3.5185185185185186,3.0,1.8873069487809255,2,7,0.0,79.36507936507937,87.3015873015873,88.61904761904762,91.71428571428571,5178.460317460317,5494.5901639344265,11.11111111111111,7.936507936507936,3.0952380952380953,340.0327868852459,63,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69933,3.5,2.666666666666667,1.8781205660633704,2,7,3.5,2.666666666666667,1.8781205660633704,2,7,0.0,85.9375,93.75,94.796875,100.0,4269.873437499977,2813.7131147542827,7.8125,7.8125,5.203125,-1388.3803278686564,64,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69947,2.073446327683616,2.0,0.13934434057288272,2,3,2.0,2.0,0.0,2,2,-0.07344632768361586,52.54237288135594,72.88135593220339,26.423728813559322,83.64406779661017,4823.722033896689,10359.999999991776,27.11864406779661,20.33898305084746,57.220338983050844,5524.132758617399,59,4,0.5,4.05,0.5,0.1,0.6000000000000001,4.05,0.2,0.2
69955,2.0,2.0,0.0,2,2,2.0,2.0,0.0,2,2,0.0,52.459016393442624,52.459016393442624,41.36065573770492,41.967213114754095,4015.827868851482,2219.2066666692494,9.836065573770492,0.0,0.6065573770491803,-1758.5099999964239,61,4,0.6000000000000001,4.05,0.2,0.2,0.6000000000000001,4.05,0.2,0.2
69967,2.087719298245614,2.0,0.14808721943977315,2,3,2.087719298245614,2.0,0.14808721943977315,2,3,0.0,52.63157894736842,52.63157894736842,60.228070175438596,68.50877192982456,5224.652631578942,6778.845614035084,7.017543859649122,0.0,8.280701754385966,1554.1929824561412,57,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
69971,3.6666666666666665,2.6666666666666665,2.15124753601237,2,8,3.5,2.666666666666667,1.8781205660633706,2,7,-0.1666666666666664,51.5625,65.625,77.078125,84.671875,5218.278124997392,5186.496874995529,23.4375,14.0625,7.59375,-31.781250001863057,64,4,0.5,4.05,0.5,0.9,0.5,4.05,0.2,1.0
69974,3.4731182795698925,2.666666666666667,1.8549872589243008,2,7,3.4731182795698925,2.666666666666667,1.8549872589243008,2,7,0.0,51.61290322580645,53.2258064516129,81.83870967741936,84.37096774193549,4067.3645161284553,1422.9237288176002,4.838709677419355,1.6129032258064515,2.532258064516129,-2531.2898305038275,62,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
69978,2.0935672514619883,2.0,0.15111209395719497,2,3,2.0935672514619883,2.0,0.15111209395719497,2,3,0.0,61.40350877192983,61.40350877192983,73.84210526315789,77.05263157894737,5196.789473684145,1186.1578947370385,7.017543859649122,0.0,3.210526315789474,-4010.631578947107,57,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
69980,2.0806451612903225,2.0,0.14391714716956813,2,3,2.0806451612903225,2.0,0.14391714716956813,2,3,0.0,58.06451612903226,62.903225806451616,85.7741935483871,86.16129032258064,4035.3951612932065,2693.3016129030334,11.29032258064516,4.838709677419355,0.3870967741935484,-1342.0935483901726,62,4,0.5,4.05,0.5,0.1,0.5,4.05,0.5,0.1
69984,2.0,2.0,0.0,2,2,2.0705128205128207,2.0,0.13746123971870836,2,3,0.07051282051282054,57.692307692307686,59.61538461538461,65.98076923076923,65.6923076923077,4505.128846152471,2379.0326923086095,9.615384615384617,1.9230769230769231,-0.28846153846153844,-2126.0961538438614,52,4,0.6000000000000001,4.05,0.2,0.2,0.5,4.05,0.5,0.1
69987,3.795698924731183,2.6666666666666665,2.4100237236735107,2,8,3.795698924731183,2.6666666666666665,2.4100237236735107,2,8,0.0,59.67741935483871,72.58064516129032,50.403225806451616,74.54838709677419,5310.300000000024,6676.170491802275,22.58064516129032,12.903225806451612,24.14516129032258,1385.7852459006356,62,4,0.5,4.05,0.9,0.9,0.5,4.05,0.9,0.9
69991,2.0846560846560847,2.0,0.14625864516008763,2,3,3.280423280423281,2.3333333333333335,1.9131747988031431,2,7,1.1957671957671958,52.38095238095239,52.38095238095239,83.38095238095238,89.85714285714286,3567.076190479218,1846.388709679727,6.349206349206349,0.0,6.476190476190476,-1721.2032258049132,63,4,0.5,4.05,0.5,0.1,0.5,4.05,0.7000000000000001,0.30000000000000004
69993,3.497267759562842,3.0,1.8605285497721622,2,7,3.497267759562842,3.0,1.8605285497721622,2,7,0.0,62.295081967213115,83.60655737704919,40.75409836065574,52.24590163934426,4869.390163933156,12528.298333331939,34.42622950819672,21.311475409836063,11.491803278688524,7692.5949999997965,61,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
70020,2.07909604519774,2.0,0.14302403209963094,2,3,2.0,2.0,0.0,2,2,-0.07909604519774015,49.152542372881356,47.45762711864407,80.10169491525424,84.94915254237289,4445.077966083915,1666.8241379137692,5.084745762711865,-1.694915254237288,4.8474576271186445,-2782.0103448259433,59,4,0.5,4.05,0.5,0.1,0.6000000000000001,4.05,0.2,0.2
70028,3.5254237288135593,3.0,1.8848085869160014,2,7,3.5254237288135593,3.0,1.8848085869160014,2,7,0.0,79.66101694915254,84.7457627118644,88.10169491525424,97.62711864406779,4985.376271186238,3828.1456140332066,11.864406779661017,5.084745762711865,9.525423728813559,-1105.2140350896002,59,4,0.5,4.05,0.2,1.0,0.5,4.05,0.2,1.0
