item_id,n_observations,mean_residual,residual_sd,mean_absolute_residual,max_absolute_standardized_residual,rate_abs_standardized_residual_gt_2
55,70,0.3047550219467689,14.403294792194174,10.255939422848956,3.086829866941162,0.02857142857142857
47,70,2.7114548554894955,13.693115896573529,10.24852120161185,2.460491935823598,0.014285714285714285
30,70,-0.30825265055445217,14.928917801153313,10.244791700469214,2.8990337218777666,0.04285714285714286
35,71,1.4404967869868095,14.54106891579664,10.188223140777504,3.3929512921425324,0.028169014084507043
14,70,0.6192869697939895,14.660583806462814,10.140604759294357,3.0005578848188788,0.04285714285714286
6,71,0.13979650839124988,15.033677664927831,10.117692568442125,3.09061235676696,0.04225352112676056
64,71,0.7752946096666107,14.398851374289253,10.07439112036035,3.5022772703458442,0.04225352112676056
108,70,0.45466677114370757,13.789851894021345,10.066468813873275,2.378717717626032,0.02857142857142857
80,71,0.06747498709099681,15.352277594938341,9.97013995939956,3.7962543566576286,0.056338028169014086
45,70,0.6860456073789963,14.847124430644277,9.960533502487738,3.2381933276021715,0.04285714285714286
97,70,0.6366882842546857,13.746954095066044,9.919093729365706,2.4835217151920688,0.04285714285714286
25,70,2.2598142464739994,12.834326768571199,9.673427362195818,2.065994781598042,0.02857142857142857
7,71,-0.31916493468922447,13.740610865788675,9.671611654750778,3.360069104185146,0.028169014084507043
26,71,0.4426678059694968,12.45926126088107,9.618866773973824,2.0838603893955523,0.014084507042253521
52,70,1.682718318771237,13.852809917762247,9.535493734247694,3.4981573202941614,0.014285714285714285
11,70,1.0973731479998585,12.965512023367486,9.52062232289532,3.2890821357535094,0.014285714285714285
39,70,-0.6315408949182766,15.045936592244125,9.506704348473573,3.92365336294964,0.04285714285714286
9,70,2.729664700400664,12.340193629137467,9.476844856420396,1.9675251164338587,0.0
128,70,-0.27739889219099295,14.186261769799568,9.409567855563154,3.7744591832640593,0.02857142857142857
117,70,1.225396954818938,12.534757584623277,9.378759188437224,2.0876662249619025,0.02857142857142857
126,70,0.6755147703766897,12.838663323897434,9.320916043118128,2.3498936558977976,0.014285714285714285
85,70,1.6941505002477797,12.996152569485162,9.299997798726066,2.401342466183236,0.04285714285714286
69,71,0.3393938573404263,11.832505664422802,9.262858980505078,2.256035880464963,0.014084507042253521
1,70,0.24540049207417342,13.576956138763853,9.164393647968843,2.9621450572570667,0.02857142857142857
118,70,0.7687051468524875,13.181125865540906,9.130876275784944,2.779246539055581,0.05714285714285714
2,71,1.8010534234505982,13.001032826164487,9.120057411379198,3.2187862191419714,0.028169014084507043
33,70,0.21363951922982644,14.029795232599614,9.03081139913349,3.537986743514286,0.04285714285714286
8,71,1.9657337019534709,11.419291678993861,8.846239294145494,1.707253300667467,0.0
56,70,0.6766994999477285,11.45666551009143,8.72681246023869,2.2408840674215234,0.014285714285714285
88,70,0.3228224236419168,12.589172903599671,8.59128025921184,2.4084008247311397,0.02857142857142857
15,71,0.8493947223804039,12.060868726510865,8.512825856949698,2.7749628201304617,0.014084507042253521
22,71,0.8739448194591548,11.143342913768757,8.356487182942844,2.1927580488486678,0.028169014084507043
40,70,0.6134888775860998,11.552622831383403,8.344131303707314,1.8182596442851384,0.0
12,70,0.3579360180159872,12.020681527315233,8.131560189922794,3.4666388254022493,0.014285714285714285
48,71,-0.24446828476705137,11.048876414769035,8.087730031183252,1.9353624148398405,0.0
34,70,0.5011062004486674,10.842351072118504,7.86795300328208,2.259985545331385,0.014285714285714285
92,70,0.4723650713677205,9.576206224543432,7.178963290752052,1.5251712123097556,0.0
94,70,0.5585504915696128,10.133405345075444,7.136354674229957,2.0569402454767047,0.014285714285714285
